RECHNUNGSNUMMER;ART;DEBITOR;DEBITORNAME;KUNDENGRUPPE;FAKTURADATUM;LEISTUNGSDATUM;WARENAUSGANG_NR;WARENAUSGANG_DATUM;LIEFERART;BETRAG_EUR;WAEHRUNG;STORNO_REF;BUCHUNGSTEXT;BEMERKUNG
SI10056372;Rechnung;800291;ALPEN TECHNIK;C-DOM;17.03.2025;17.03.2025;DN10058308;17.03.2025;Warenlieferung;7878,63;EUR;;;
SI10056373;Rechnung;800291;ALPEN TECHNIK;C-DOM;17.03.2025;17.03.2025;DN10058307;17.03.2025;Warenlieferung;3122,29;EUR;;;
SI10056374;Rechnung;800291;ALPEN TECHNIK;C-DOM;17.03.2025;17.03.2025;DN10058306;17.03.2025;Warenlieferung;1443,92;EUR;;;
SI10056375;Rechnung;800291;ALPEN TECHNIK;C-DOM;17.03.2025;17.03.2025;DN10058305;17.03.2025;Warenlieferung;10287,81;EUR;;;
SI10056376;Rechnung;800291;ALPEN TECHNIK;C-DOM;17.03.2025;17.03.2025;DN10058304;17.03.2025;Warenlieferung;10176,21;EUR;;;
SI10056377;Rechnung;800291;ALPEN TECHNIK;C-DOM;17.03.2025;17.03.2025;DN10058303;17.03.2025;Warenlieferung;3590,71;EUR;;;
SI10056378;Rechnung;800291;ALPEN TECHNIK;C-DOM;17.03.2025;17.03.2025;DN10058302;17.03.2025;Warenlieferung;16231,22;EUR;;;
SI10056379;Rechnung;800291;ALPEN TECHNIK;C-DOM;17.03.2025;17.03.2025;DN10058301;17.03.2025;Warenlieferung;13062,77;EUR;;;
SI10056380;Rechnung;800291;ALPEN TECHNIK;C-DOM;17.03.2025;17.03.2025;DN10058300;17.03.2025;Warenlieferung;13062,77;EUR;;;
SI10056381;Rechnung;800291;ALPEN TECHNIK;C-DOM;17.03.2025;17.03.2025;DN10058299;17.03.2025;Warenlieferung;10384,70;EUR;;;
SI10056382;Rechnung;800291;ALPEN TECHNIK;C-DOM;17.03.2025;17.03.2025;DN10058298;17.03.2025;Warenlieferung;11206,94;EUR;;;
SI10056383;Rechnung;800291;ALPEN TECHNIK;C-DOM;17.03.2025;17.03.2025;DN10058297;17.03.2025;Warenlieferung;9181,61;EUR;;;
SI10056384;Rechnung;800291;ALPEN TECHNIK;C-DOM;17.03.2025;17.03.2025;DN10058296;17.03.2025;Warenlieferung;10323,37;EUR;;;
SI10056385;Rechnung;800291;ALPEN TECHNIK;C-DOM;17.03.2025;17.03.2025;DN10058295;17.03.2025;Warenlieferung;10864,44;EUR;;;
SI10056386;Rechnung;800177;;;17.03.2025;17.03.2025;DN10058294;17.03.2025;Warenlieferung;899,64;EUR;;;
SI10056387;Rechnung;802283;HANSE RECYCLING;C-DOM;17.03.2025;17.03.2025;DN10058293;17.03.2025;Warenlieferung;5155,79;EUR;;;
SI10056388;Rechnung;802983;ALPEN TROCKENBAU;C-DOM;17.03.2025;17.03.2025;DN10058292;17.03.2025;Warenlieferung;4103,00;EUR;;;
SI10056389;Rechnung;800175;ALLGÄUANLAGENBAU GMBH;C-DOM;17.03.2025;17.03.2025;DN10058291;17.03.2025;Warenlieferung;9889,61;EUR;;;
SI10056390;Rechnung;800175;ALLGÄUANLAGENBAU GMBH;C-DOM;17.03.2025;17.03.2025;DN10058290;17.03.2025;Warenlieferung;4924,46;EUR;;;
SI10056391;Rechnung;800238;TERRA SYSTEME;C-DOM;17.03.2025;17.03.2025;DN10058289;17.03.2025;Warenlieferung;10118,59;EUR;;;
SI10056392;Rechnung;800284;FORMA ZIEGEL GMBH & CO. KG;C-DOM;17.03.2025;17.03.2025;DN10058288;17.03.2025;Warenlieferung;5177,43;EUR;;;
SI10056393;Rechnung;800004;SÜD PANEELE KG;C-DOM;17.03.2025;17.03.2025;DN10058287;17.03.2025;Warenlieferung;15319,58;EUR;;;
SI10056394;Rechnung;800004;SÜD PANEELE KG;C-DOM;17.03.2025;17.03.2025;DN10058286;17.03.2025;Warenlieferung;10384,42;EUR;;;
SI10056395;Rechnung;800004;SÜD PANEELE KG;C-DOM;17.03.2025;17.03.2025;DN10058285;17.03.2025;Warenlieferung;865,37;EUR;;;
SI10056396;Rechnung;800004;SÜD PANEELE KG;C-DOM;17.03.2025;17.03.2025;DN10058284;17.03.2025;Warenlieferung;12958,03;EUR;;;
SI10056397;Rechnung;800004;SÜD PANEELE KG;C-DOM;17.03.2025;17.03.2025;DN10058283;17.03.2025;Warenlieferung;6475,62;EUR;;;
SI10056398;Rechnung;800004;SÜD PANEELE KG;C-DOM;17.03.2025;17.03.2025;DN10058282;17.03.2025;Warenlieferung;13852,89;EUR;;;
SI10056399;Rechnung;800004;SÜD PANEELE KG;C-DOM;17.03.2025;17.03.2025;DN10058278;17.03.2025;Warenlieferung;9973,15;EUR;;;
SI10056400;Rechnung;800004;SÜD PANEELE KG;C-DOM;17.03.2025;17.03.2025;DN10058277;17.03.2025;Warenlieferung;5112,53;EUR;;;
SI10056401;Rechnung;800004;SÜD PANEELE KG;C-DOM;17.03.2025;17.03.2025;DN10058276;17.03.2025;Warenlieferung;4612,58;EUR;;;
SI10056402;Rechnung;800004;SÜD PANEELE KG;C-DOM;17.03.2025;17.03.2025;DN10058275;17.03.2025;Warenlieferung;10141,78;EUR;;;
SI10056403;Rechnung;800004;SÜD PANEELE KG;C-DOM;17.03.2025;17.03.2025;DN10058274;17.03.2025;Warenlieferung;2351,92;EUR;;;
SI10056404;Rechnung;800004;SÜD PANEELE KG;C-DOM;17.03.2025;17.03.2025;DN10058273;17.03.2025;Warenlieferung;7806,26;EUR;;;
SI10056405;Rechnung;800004;SÜD PANEELE KG;C-DOM;17.03.2025;17.03.2025;DN10058272;17.03.2025;Warenlieferung;7903,55;EUR;;;
SCN0003427;Gutschrift;800004;SÜD PANEELE KG;C-DOM;18.03.2025;18.03.2025;;;Gutschrift;-5712,42;EUR;;;Preis-/Mengenkorrektur bzw. Vergütung
SI10056406;Rechnung;800004;SÜD PANEELE KG;C-DOM;18.03.2025;18.03.2025;DN0176696;18.03.2025;Warenlieferung;2698,92;EUR;;;
SI10056407;Rechnung;800004;SÜD PANEELE KG;C-DOM;18.03.2025;18.03.2025;DN0177127;18.03.2025;Warenlieferung;7786,88;EUR;;;
SI10056408;Rechnung;800004;SÜD PANEELE KG;C-DOM;18.03.2025;18.03.2025;DN0177122;18.03.2025;Warenlieferung;5712,42;EUR;;;
SI10056409;Rechnung;800004;SÜD PANEELE KG;C-DOM;18.03.2025;18.03.2025;DN0177112;18.03.2025;Warenlieferung;10308,80;EUR;;;
SI10056410;Rechnung;800004;SÜD PANEELE KG;C-DOM;18.03.2025;18.03.2025;DN0177094;18.03.2025;Warenlieferung;9859,41;EUR;;;
SI10056411;Rechnung;800004;SÜD PANEELE KG;C-DOM;18.03.2025;18.03.2025;DN0177087;18.03.2025;Warenlieferung;9761,09;EUR;;;
SI10056412;Rechnung;800004;SÜD PANEELE KG;C-DOM;18.03.2025;18.03.2025;DN0177086;18.03.2025;Warenlieferung;8989,55;EUR;;;
SI10056413;Rechnung;800004;SÜD PANEELE KG;C-DOM;18.03.2025;18.03.2025;DN0177085;18.03.2025;Warenlieferung;8730,79;EUR;;;
SI10056414;Rechnung;800004;SÜD PANEELE KG;C-DOM;18.03.2025;18.03.2025;DN0177084;18.03.2025;Warenlieferung;3352,94;EUR;;;
SI10056415;Rechnung;800004;SÜD PANEELE KG;C-DOM;18.03.2025;18.03.2025;DN0177075;18.03.2025;Warenlieferung;514,08;EUR;;;
SI10056416;Rechnung;800004;SÜD PANEELE KG;C-DOM;18.03.2025;18.03.2025;DN0177074;18.03.2025;Warenlieferung;74,97;EUR;;;
SI10056417;Rechnung;800004;SÜD PANEELE KG;C-DOM;18.03.2025;18.03.2025;DN0177060;18.03.2025;Warenlieferung;3339,38;EUR;;;
SI10056418;Rechnung;800004;SÜD PANEELE KG;C-DOM;18.03.2025;18.03.2025;DN0177044;18.03.2025;Warenlieferung;2069,84;EUR;;;
SI10056419;Rechnung;800004;SÜD PANEELE KG;C-DOM;18.03.2025;18.03.2025;DN0177043;18.03.2025;Warenlieferung;3498,96;EUR;;;
SI10056420;Rechnung;800004;SÜD PANEELE KG;C-DOM;18.03.2025;18.03.2025;DN0177028;18.03.2025;Warenlieferung;10264,04;EUR;;;
SI10056421;Rechnung;800004;SÜD PANEELE KG;C-DOM;18.03.2025;18.03.2025;DN0177026;18.03.2025;Warenlieferung;3141,60;EUR;;;
SI10056422;Rechnung;800004;SÜD PANEELE KG;C-DOM;18.03.2025;18.03.2025;DN0177016;18.03.2025;Warenlieferung;3376,22;EUR;;;
SI10056423;Rechnung;800004;SÜD PANEELE KG;C-DOM;18.03.2025;18.03.2025;DN0177014;18.03.2025;Warenlieferung;7553,61;EUR;;;
SI10056424;Rechnung;800004;SÜD PANEELE KG;C-DOM;18.03.2025;18.03.2025;DN0177013;18.03.2025;Warenlieferung;3102,47;EUR;;;
SI10056425;Rechnung;800004;SÜD PANEELE KG;C-DOM;18.03.2025;18.03.2025;DN0177008;18.03.2025;Warenlieferung;3387,14;EUR;;;
SI10056426;Rechnung;800004;SÜD PANEELE KG;C-DOM;18.03.2025;18.03.2025;DN0177005;18.03.2025;Warenlieferung;3538,58;EUR;;;
SI10056427;Rechnung;800004;SÜD PANEELE KG;C-DOM;18.03.2025;18.03.2025;DN0177004;18.03.2025;Warenlieferung;2426,31;EUR;;;
SI10056428;Rechnung;800004;SÜD PANEELE KG;C-DOM;18.03.2025;18.03.2025;DN0176998;18.03.2025;Warenlieferung;7707,06;EUR;;;
SI10056429;Rechnung;800004;SÜD PANEELE KG;C-DOM;18.03.2025;18.03.2025;DN0176997;18.03.2025;Warenlieferung;9721,25;EUR;;;
SI10056430;Rechnung;800004;SÜD PANEELE KG;C-DOM;18.03.2025;18.03.2025;DN0176995;18.03.2025;Warenlieferung;2505,07;EUR;;;
SI10056431;Rechnung;800004;SÜD PANEELE KG;C-DOM;18.03.2025;18.03.2025;DN0176979;18.03.2025;Warenlieferung;3148,74;EUR;;;
SI10056432;Rechnung;800004;SÜD PANEELE KG;C-DOM;18.03.2025;18.03.2025;DN0176978;18.03.2025;Warenlieferung;4143,91;EUR;;;
SI10056433;Rechnung;800004;SÜD PANEELE KG;C-DOM;18.03.2025;18.03.2025;DN0176971;18.03.2025;Warenlieferung;3598,56;EUR;;;
SI10056434;Rechnung;800004;SÜD PANEELE KG;C-DOM;18.03.2025;18.03.2025;DN0176970;18.03.2025;Warenlieferung;1973,85;EUR;;;
SI10056435;Rechnung;800004;SÜD PANEELE KG;C-DOM;18.03.2025;18.03.2025;DN0176969;18.03.2025;Warenlieferung;1246,64;EUR;;;
SI10056436;Rechnung;800004;SÜD PANEELE KG;C-DOM;18.03.2025;18.03.2025;DN0176949;18.03.2025;Warenlieferung;9139,91;EUR;;;
SI10056437;Rechnung;800004;SÜD PANEELE KG;C-DOM;18.03.2025;18.03.2025;DN0176948;18.03.2025;Warenlieferung;2364,16;EUR;;;
SI10056438;Rechnung;800004;SÜD PANEELE KG;C-DOM;18.03.2025;18.03.2025;DN0176945;18.03.2025;Warenlieferung;5140,80;EUR;;;
SI10056439;Rechnung;800004;SÜD PANEELE KG;C-DOM;18.03.2025;18.03.2025;DN0176943;18.03.2025;Warenlieferung;10200,20;EUR;;;
SI10056440;Rechnung;800004;SÜD PANEELE KG;C-DOM;18.03.2025;18.03.2025;DN10058455;18.03.2025;Warenlieferung;2698,92;EUR;;;
SI10056441;Rechnung;800004;SÜD PANEELE KG;C-DOM;18.03.2025;18.03.2025;DN10058454;18.03.2025;Warenlieferung;2363,44;EUR;;;
SI10056442;Rechnung;800004;SÜD PANEELE KG;C-DOM;18.03.2025;18.03.2025;DN10058453;18.03.2025;Warenlieferung;5495,09;EUR;;;
SI10056443;Rechnung;800004;SÜD PANEELE KG;C-DOM;18.03.2025;18.03.2025;DN10058452;18.03.2025;Warenlieferung;2525,42;EUR;;;
SI10056444;Rechnung;800004;SÜD PANEELE KG;C-DOM;18.03.2025;18.03.2025;DN10058451;18.03.2025;Warenlieferung;8246,16;EUR;;;
SI10056445;Rechnung;800004;SÜD PANEELE KG;C-DOM;18.03.2025;18.03.2025;DN10058450;18.03.2025;Warenlieferung;2518,99;EUR;;;
SI10056446;Rechnung;800004;SÜD PANEELE KG;C-DOM;18.03.2025;18.03.2025;DN10058449;18.03.2025;Warenlieferung;5573,91;EUR;;;
SI10056447;Rechnung;802445;HANSE INDUSTRIEBEDARF GMBH;C-DOM;18.03.2025;18.03.2025;DN10058448;18.03.2025;Warenlieferung;8489,50;EUR;;;
SI10056448;Rechnung;802445;HANSE INDUSTRIEBEDARF GMBH;C-DOM;18.03.2025;18.03.2025;DN10058447;18.03.2025;Warenlieferung;18696,84;EUR;;;
SI10056449;Rechnung;800181;HANSE GEBÄUDETECHNIK GMBH;C-DOM;18.03.2025;18.03.2025;DN10058446;18.03.2025;Warenlieferung;19179,47;EUR;;;
SI10056450;Rechnung;800181;HANSE GEBÄUDETECHNIK GMBH;C-DOM;18.03.2025;18.03.2025;DN10058445;18.03.2025;Warenlieferung;4850,34;EUR;;;
SI10056451;Rechnung;800181;HANSE GEBÄUDETECHNIK GMBH;C-DOM;18.03.2025;18.03.2025;DN10058444;18.03.2025;Warenlieferung;6066,24;EUR;;;
SI10056452;Rechnung;800181;HANSE GEBÄUDETECHNIK GMBH;C-DOM;18.03.2025;18.03.2025;DN10058443;18.03.2025;Warenlieferung;2853,14;EUR;;;
SI10056453;Rechnung;800002;POLARIS BAUBEDARF KG;C-DOM;18.03.2025;18.03.2025;DN10058442;18.03.2025;Warenlieferung;5243,62;EUR;;;
SI10056454;Rechnung;800002;POLARIS BAUBEDARF KG;C-DOM;18.03.2025;18.03.2025;DN10058441;18.03.2025;Warenlieferung;6945,44;EUR;;;
SI10056455;Rechnung;800002;POLARIS BAUBEDARF KG;C-DOM;18.03.2025;18.03.2025;DN10058440;18.03.2025;Warenlieferung;2724,62;EUR;;;
SI10056456;Rechnung;800002;POLARIS BAUBEDARF KG;C-DOM;18.03.2025;18.03.2025;DN10058439;18.03.2025;Warenlieferung;9695,55;EUR;;;
SI10056457;Rechnung;800002;POLARIS BAUBEDARF KG;C-DOM;18.03.2025;18.03.2025;DN10058438;18.03.2025;Warenlieferung;10775,12;EUR;;;
SI10056458;Rechnung;800002;POLARIS BAUBEDARF KG;C-DOM;18.03.2025;18.03.2025;DN10058437;18.03.2025;Warenlieferung;2579,49;EUR;;;
SI10056459;Rechnung;800002;POLARIS BAUBEDARF KG;C-DOM;18.03.2025;18.03.2025;DN10058436;18.03.2025;Warenlieferung;2902,84;EUR;;;
SI10056460;Rechnung;800002;POLARIS BAUBEDARF KG;C-DOM;18.03.2025;18.03.2025;DN10058435;18.03.2025;Warenlieferung;2968,81;EUR;;;
SI10056461;Rechnung;800002;POLARIS BAUBEDARF KG;C-DOM;18.03.2025;18.03.2025;DN10058434;18.03.2025;Warenlieferung;3990,97;EUR;;;
SI10056462;Rechnung;800002;POLARIS BAUBEDARF KG;C-DOM;18.03.2025;18.03.2025;DN10058433;18.03.2025;Warenlieferung;5881,72;EUR;;;
SI10056463;Rechnung;800002;POLARIS BAUBEDARF KG;C-DOM;18.03.2025;18.03.2025;DN10058432;18.03.2025;Warenlieferung;1118,12;EUR;;;
SI10056464;Rechnung;800002;POLARIS BAUBEDARF KG;C-DOM;18.03.2025;18.03.2025;DN10058431;18.03.2025;Warenlieferung;8250,98;EUR;;;
SI10056465;Rechnung;800002;POLARIS BAUBEDARF KG;C-DOM;18.03.2025;18.03.2025;DN10058430;18.03.2025;Warenlieferung;6991,49;EUR;;;
SI10056466;Rechnung;800002;POLARIS BAUBEDARF KG;C-DOM;18.03.2025;18.03.2025;DN10058429;18.03.2025;Warenlieferung;5757,70;EUR;;;
SI10056467;Rechnung;800002;POLARIS BAUBEDARF KG;C-DOM;18.03.2025;18.03.2025;DN10058428;18.03.2025;Warenlieferung;2981,66;EUR;;;
SI10056468;Rechnung;800002;POLARIS BAUBEDARF KG;C-DOM;18.03.2025;18.03.2025;DN10058427;18.03.2025;Warenlieferung;2870,28;EUR;;;
SI10056469;Rechnung;800291;ALPEN TECHNIK;C-DOM;18.03.2025;18.03.2025;DN10058426;18.03.2025;Warenlieferung;6860,40;EUR;;;
SI10056470;Rechnung;800291;ALPEN TECHNIK;C-DOM;18.03.2025;18.03.2025;DN10058425;18.03.2025;Warenlieferung;11395,44;EUR;;;
SI10056471;Rechnung;800291;ALPEN TECHNIK;C-DOM;18.03.2025;18.03.2025;DN10058424;18.03.2025;Warenlieferung;6522,39;EUR;;;
SI10056472;Rechnung;800291;ALPEN TECHNIK;C-DOM;18.03.2025;18.03.2025;DN10058423;18.03.2025;Warenlieferung;3483,61;EUR;;;
SI10056473;Rechnung;800291;ALPEN TECHNIK;C-DOM;18.03.2025;18.03.2025;DN10058422;18.03.2025;Warenlieferung;10264,89;EUR;;;
SI10056474;Rechnung;800291;ALPEN TECHNIK;C-DOM;18.03.2025;18.03.2025;DN10058421;18.03.2025;Warenlieferung;10084,54;EUR;;;
SI10056475;Rechnung;800291;ALPEN TECHNIK;C-DOM;18.03.2025;18.03.2025;DN10058420;18.03.2025;Warenlieferung;11024,23;EUR;;;
SI10056476;Rechnung;800291;ALPEN TECHNIK;C-DOM;18.03.2025;18.03.2025;DN10058419;18.03.2025;Warenlieferung;10751,98;EUR;;;
SI10056477;Rechnung;800291;ALPEN TECHNIK;C-DOM;18.03.2025;18.03.2025;DN10058418;18.03.2025;Warenlieferung;4780,94;EUR;;;
SI10056478;Rechnung;800291;ALPEN TECHNIK;C-DOM;18.03.2025;18.03.2025;DN10058417;18.03.2025;Warenlieferung;4813,07;EUR;;;
SI10056479;Rechnung;800291;ALPEN TECHNIK;C-DOM;18.03.2025;18.03.2025;DN10058416;18.03.2025;Warenlieferung;10216,05;EUR;;;
SI10056480;Rechnung;800291;ALPEN TECHNIK;C-DOM;18.03.2025;18.03.2025;DN10058415;18.03.2025;Warenlieferung;10196,13;EUR;;;
SI10056481;Rechnung;800291;ALPEN TECHNIK;C-DOM;18.03.2025;18.03.2025;DN10058414;18.03.2025;Warenlieferung;10333,65;EUR;;;
SI10056482;Rechnung;800291;ALPEN TECHNIK;C-DOM;18.03.2025;18.03.2025;DN10058413;18.03.2025;Warenlieferung;10241,97;EUR;;;
SI10056483;Rechnung;800291;ALPEN TECHNIK;C-DOM;18.03.2025;18.03.2025;DN10058412;18.03.2025;Warenlieferung;10264,89;EUR;;;
SI10056484;Rechnung;800291;ALPEN TECHNIK;C-DOM;18.03.2025;18.03.2025;DN10058411;18.03.2025;Warenlieferung;2794,67;EUR;;;
SI10056485;Rechnung;800291;ALPEN TECHNIK;C-DOM;18.03.2025;18.03.2025;DN10058410;18.03.2025;Warenlieferung;4257,01;EUR;;;
SI10056486;Rechnung;800603;TAUNUS TROCKENBAU BV;C-EU;18.03.2025;18.03.2025;DN10058409;18.03.2025;Warenlieferung;2613,60;EUR;;;
SI10056487;Rechnung;801071;FORMA PLATTEN GMBH;C-DOM;18.03.2025;18.03.2025;DN10058408;18.03.2025;Warenlieferung;15059,97;EUR;;;
SI10056488;Rechnung;801071;FORMA PLATTEN GMBH;C-DOM;18.03.2025;18.03.2025;DN10058407;18.03.2025;Warenlieferung;7298,35;EUR;;;
SI10056489;Rechnung;800189;FOKUS MONTAGE MBH;C-DOM;18.03.2025;18.03.2025;DN10058406;18.03.2025;Warenlieferung;8992,82;EUR;;;
SI10056490;Rechnung;801449;TAUNUSBETON;C-DOM;18.03.2025;18.03.2025;DN10058405;18.03.2025;Warenlieferung;3094,76;EUR;;;
SI10056491;Rechnung;801435;ALLGÄU INDUSTRIEBEDARF GMBH & CO. KG;C-DOM;18.03.2025;18.03.2025;DN10058404;18.03.2025;Warenlieferung;12000,00;EUR;;;
SI10056492;Rechnung;800630;FORMA FOLIEN GMBH;C-DOM;18.03.2025;18.03.2025;DN10058403;18.03.2025;Warenlieferung;1838,19;EUR;;;
SI10056493;Rechnung;800002;POLARIS BAUBEDARF KG;C-DOM;18.03.2025;18.03.2025;DN10058402;18.03.2025;Warenlieferung;3610,79;EUR;;;
SI10056494;Rechnung;801037;SILVA INDUSTRIEBEDARF GMBH;C-DOM;18.03.2025;18.03.2025;DN10058401;18.03.2025;Warenlieferung;10237,90;EUR;;;
SI10056495;Rechnung;802530;KORUND ZIEGEL GMBH;C-DOM;18.03.2025;18.03.2025;DN10058400;18.03.2025;Warenlieferung;4562,89;EUR;;;
SI10056496;Rechnung;800004;SÜD PANEELE KG;C-DOM;18.03.2025;18.03.2025;DN10058399;18.03.2025;Warenlieferung;14651,28;EUR;;;
SI10056497;Rechnung;800004;SÜD PANEELE KG;C-DOM;18.03.2025;18.03.2025;DN10058398;18.03.2025;Warenlieferung;4011,43;EUR;;;
SI10056498;Rechnung;800004;SÜD PANEELE KG;C-DOM;18.03.2025;18.03.2025;DN10058397;18.03.2025;Warenlieferung;4345,69;EUR;;;
SI10056499;Rechnung;800004;SÜD PANEELE KG;C-DOM;18.03.2025;18.03.2025;DN10058396;18.03.2025;Warenlieferung;2923,83;EUR;;;
SI10056500;Rechnung;800004;SÜD PANEELE KG;C-DOM;18.03.2025;18.03.2025;DN10058395;18.03.2025;Warenlieferung;8096,76;EUR;;;
SI10056501;Rechnung;800004;SÜD PANEELE KG;C-DOM;18.03.2025;18.03.2025;DN10058394;18.03.2025;Warenlieferung;4688,41;EUR;;;
SI10056502;Rechnung;800004;SÜD PANEELE KG;C-DOM;18.03.2025;18.03.2025;DN10058393;18.03.2025;Warenlieferung;10178,78;EUR;;;
SI10056503;Rechnung;800004;SÜD PANEELE KG;C-DOM;18.03.2025;18.03.2025;DN10058392;18.03.2025;Warenlieferung;4523,90;EUR;;;
SI10056504;Rechnung;800004;SÜD PANEELE KG;C-DOM;18.03.2025;18.03.2025;DN10058391;18.03.2025;Warenlieferung;9508,48;EUR;;;
SI10056505;Rechnung;800004;SÜD PANEELE KG;C-DOM;18.03.2025;18.03.2025;DN10058390;18.03.2025;Warenlieferung;9812,93;EUR;;;
SI10056506;Rechnung;800004;SÜD PANEELE KG;C-DOM;18.03.2025;18.03.2025;DN10058389;18.03.2025;Warenlieferung;8606,56;EUR;;;
SI10056507;Rechnung;800004;SÜD PANEELE KG;C-DOM;18.03.2025;18.03.2025;DN10058388;18.03.2025;Warenlieferung;9850,63;EUR;;;
SI10056508;Rechnung;800004;SÜD PANEELE KG;C-DOM;18.03.2025;18.03.2025;DN10058387;18.03.2025;Warenlieferung;3653,30;EUR;;;
SI10056509;Rechnung;800004;SÜD PANEELE KG;C-DOM;18.03.2025;18.03.2025;DN10058386;18.03.2025;Warenlieferung;49,62;EUR;;;
SI10056510;Rechnung;800004;SÜD PANEELE KG;C-DOM;18.03.2025;18.03.2025;DN10058385;18.03.2025;Warenlieferung;6655,19;EUR;;;
SI10056511;Rechnung;800004;SÜD PANEELE KG;C-DOM;18.03.2025;18.03.2025;DN10058384;18.03.2025;Warenlieferung;11084,85;EUR;;;
SI10056512;Rechnung;800004;SÜD PANEELE KG;C-DOM;18.03.2025;18.03.2025;DN10058383;18.03.2025;Warenlieferung;4204,03;EUR;;;
SI10056513;Rechnung;800004;SÜD PANEELE KG;C-DOM;18.03.2025;18.03.2025;DN10058382;18.03.2025;Warenlieferung;5873,36;EUR;;;
SI10056514;Rechnung;800004;SÜD PANEELE KG;C-DOM;18.03.2025;18.03.2025;DN10058381;18.03.2025;Warenlieferung;1997,20;EUR;;;
SI10056515;Rechnung;800004;SÜD PANEELE KG;C-DOM;18.03.2025;18.03.2025;DN10058380;18.03.2025;Warenlieferung;7711,20;EUR;;;
SI10056516;Rechnung;800004;SÜD PANEELE KG;C-DOM;18.03.2025;18.03.2025;DN10058379;18.03.2025;Warenlieferung;10013,99;EUR;;;
SI10056517;Rechnung;800004;SÜD PANEELE KG;C-DOM;18.03.2025;18.03.2025;DN10058378;18.03.2025;Warenlieferung;3604,99;EUR;;;
SI10056518;Rechnung;800004;SÜD PANEELE KG;C-DOM;18.03.2025;18.03.2025;DN10058377;18.03.2025;Warenlieferung;4988,72;EUR;;;
SI10056519;Rechnung;800004;SÜD PANEELE KG;C-DOM;18.03.2025;18.03.2025;DN10058376;18.03.2025;Warenlieferung;10008,71;EUR;;;
SI10056520;Rechnung;800004;SÜD PANEELE KG;C-DOM;18.03.2025;18.03.2025;DN10058375;18.03.2025;Warenlieferung;2034,04;EUR;;;
SI10056521;Rechnung;800004;SÜD PANEELE KG;C-DOM;18.03.2025;18.03.2025;DN10058374;18.03.2025;Warenlieferung;1367,45;EUR;;;
SI10056522;Rechnung;800004;SÜD PANEELE KG;C-DOM;18.03.2025;18.03.2025;DN10058372;18.03.2025;Warenlieferung;5069,69;EUR;;;
SI10056523;Rechnung;800004;SÜD PANEELE KG;C-DOM;18.03.2025;18.03.2025;DN10058371;18.03.2025;Warenlieferung;909,64;EUR;;;
SI10056524;Rechnung;800004;SÜD PANEELE KG;C-DOM;18.03.2025;18.03.2025;DN10058370;18.03.2025;Warenlieferung;9664,70;EUR;;;
SI10056525;Rechnung;800004;SÜD PANEELE KG;C-DOM;18.03.2025;18.03.2025;DN10058369;18.03.2025;Warenlieferung;2342,87;EUR;;;
SI10056526;Rechnung;800004;SÜD PANEELE KG;C-DOM;18.03.2025;18.03.2025;DN10058368;18.03.2025;Warenlieferung;3317,53;EUR;;;
SI10056527;Rechnung;800004;SÜD PANEELE KG;C-DOM;18.03.2025;18.03.2025;DN10058367;18.03.2025;Warenlieferung;672,30;EUR;;;
SI10056528;Rechnung;800004;SÜD PANEELE KG;C-DOM;18.03.2025;18.03.2025;DN10058366;18.03.2025;Warenlieferung;11582,08;EUR;;;
SI10056529;Rechnung;800004;SÜD PANEELE KG;C-DOM;18.03.2025;18.03.2025;DN10058365;18.03.2025;Warenlieferung;7676,50;EUR;;;
SI10056530;Rechnung;800004;SÜD PANEELE KG;C-DOM;18.03.2025;18.03.2025;DN10058364;18.03.2025;Warenlieferung;4805,22;EUR;;;
SI10056531;Rechnung;800004;SÜD PANEELE KG;C-DOM;18.03.2025;18.03.2025;DN10058363;18.03.2025;Warenlieferung;3186,99;EUR;;;
SI10056532;Rechnung;800004;SÜD PANEELE KG;C-DOM;18.03.2025;18.03.2025;DN10058362;18.03.2025;Warenlieferung;3358,66;EUR;;;
SI10056533;Rechnung;800004;SÜD PANEELE KG;C-DOM;18.03.2025;18.03.2025;DN10058361;18.03.2025;Warenlieferung;11963,78;EUR;;;
SI10056534;Rechnung;800004;SÜD PANEELE KG;C-DOM;18.03.2025;18.03.2025;DN10058360;18.03.2025;Warenlieferung;3622,91;EUR;;;
SI10056535;Rechnung;800004;SÜD PANEELE KG;C-DOM;18.03.2025;18.03.2025;DN10058359;18.03.2025;Warenlieferung;3198,22;EUR;;;
SI10056536;Rechnung;800004;SÜD PANEELE KG;C-DOM;18.03.2025;18.03.2025;DN10058358;18.03.2025;Warenlieferung;2889,56;EUR;;;
SI10056537;Rechnung;800004;SÜD PANEELE KG;C-DOM;18.03.2025;18.03.2025;DN10058357;18.03.2025;Warenlieferung;2474,22;EUR;;;
SI10056538;Rechnung;800004;SÜD PANEELE KG;C-DOM;18.03.2025;18.03.2025;DN10058356;18.03.2025;Warenlieferung;203,49;EUR;;;
SI10056539;Rechnung;800177;;;18.03.2025;18.03.2025;DN10058355;18.03.2025;Warenlieferung;8636,54;EUR;;;
SI10056540;Rechnung;802532;WESTWERKZEUGE GMBH & CO. KG;C-DOM;18.03.2025;18.03.2025;DN10058354;18.03.2025;Warenlieferung;10075,97;EUR;;;
