WARENAUSGANG_NR;WARENAUSGANG_DATUM;RECHNUNGSNUMMER;DEBITOR;DEBITORNAME;BETRAG_EUR;LAGERORT
DN10060101;10.04.2025;SI10058147;800291;ALPEN TECHNIK;4047,52;Werk Musterstadt
DN10060100;10.04.2025;SI10058148;800291;ALPEN TECHNIK;4228,31;Werk Musterstadt
DN10060099;10.04.2025;SI10058149;800004;SÜD PANEELE KG;10692,86;Werk Musterstadt
DN10060098;10.04.2025;SI10058150;800004;SÜD PANEELE KG;7775,46;Werk Musterstadt
DN10060097;10.04.2025;SI10058151;800004;SÜD PANEELE KG;9921,74;Werk Musterstadt
DN10060096;10.04.2025;SI10058152;800004;SÜD PANEELE KG;2393,79;Werk Musterstadt
DN10060095;10.04.2025;SI10058153;800004;SÜD PANEELE KG;7060,03;Werk Musterstadt
DN10060094;10.04.2025;SI10058154;800004;SÜD PANEELE KG;10200,28;Werk Musterstadt
DN10060093;10.04.2025;SI10058155;800004;SÜD PANEELE KG;3589,56;Werk Musterstadt
DN10060092;10.04.2025;SI10058156;800004;SÜD PANEELE KG;6979,11;Werk Musterstadt
DN10060091;10.04.2025;SI10058157;800004;SÜD PANEELE KG;9368,04;Werk Musterstadt
DN10060090;10.04.2025;SI10058158;800004;SÜD PANEELE KG;2576,72;Werk Musterstadt
DN10060089;10.04.2025;SI10058159;800004;SÜD PANEELE KG;9601,73;Werk Musterstadt
DN10060088;10.04.2025;SI10058160;800004;SÜD PANEELE KG;2683,50;Werk Musterstadt
DN10060087;10.04.2025;SI10058161;800004;SÜD PANEELE KG;3732,86;Werk Musterstadt
DN10060086;10.04.2025;SI10058162;800004;SÜD PANEELE KG;7853,43;Werk Musterstadt
DN10060085;10.04.2025;SI10058163;800004;SÜD PANEELE KG;2928,11;Werk Musterstadt
DN10060084;10.04.2025;SI10058164;800004;SÜD PANEELE KG;3202,72;Werk Musterstadt
DN10060083;10.04.2025;SI10058165;800004;SÜD PANEELE KG;2820,24;Werk Musterstadt
DN10060082;10.04.2025;SI10058166;800004;SÜD PANEELE KG;5706,29;Werk Musterstadt
DN10060081;10.04.2025;SI10058167;800004;SÜD PANEELE KG;3975,98;Werk Musterstadt
DN10060080;10.04.2025;SI10058168;800004;SÜD PANEELE KG;4883,76;Werk Musterstadt
DN10060079;10.04.2025;SI10058169;800004;SÜD PANEELE KG;3740,15;Werk Musterstadt
DN10060078;10.04.2025;SI10058170;800004;SÜD PANEELE KG;2870,28;Werk Musterstadt
DN10060075;10.04.2025;SI10058171;800004;SÜD PANEELE KG;6432,43;Werk Musterstadt
DN10060074;10.04.2025;SI10058172;800004;SÜD PANEELE KG;3712,94;Werk Musterstadt
DN10060073;10.04.2025;SI10058173;800004;SÜD PANEELE KG;8353,80;Werk Musterstadt
DN10060072;10.04.2025;SI10058174;800004;SÜD PANEELE KG;10382,70;Werk Musterstadt
DN10060071;10.04.2025;SI10058175;800004;SÜD PANEELE KG;2820,30;Werk Musterstadt
DN10060070;10.04.2025;SI10058176;800004;SÜD PANEELE KG;7613,95;Werk Musterstadt
DN10060069;10.04.2025;SI10058177;800004;SÜD PANEELE KG;404,84;Werk Musterstadt
DN10060068;10.04.2025;SI10058178;800004;SÜD PANEELE KG;3035,79;Werk Musterstadt
DN10060067;10.04.2025;SI10058179;800004;SÜD PANEELE KG;2771,75;Werk Musterstadt
DN10060065;10.04.2025;SI10058180;800004;SÜD PANEELE KG;5380,70;Werk Musterstadt
DN10060064;10.04.2025;SI10058181;800004;SÜD PANEELE KG;2382,76;Werk Musterstadt
DN10060063;10.04.2025;SI10058182;800004;SÜD PANEELE KG;3759,21;Werk Musterstadt
DN10060062;10.04.2025;SI10058183;800004;SÜD PANEELE KG;15319,58;Werk Musterstadt
DN10060061;10.04.2025;SI10058184;800004;SÜD PANEELE KG;8518,73;Werk Musterstadt
DN10060060;10.04.2025;SI10058185;800004;SÜD PANEELE KG;3871,02;Werk Musterstadt
DN10060059;10.04.2025;SI10058186;800004;SÜD PANEELE KG;3157,74;Werk Musterstadt
DN10060058;10.04.2025;SI10058187;800004;SÜD PANEELE KG;4210,32;Werk Musterstadt
DN10060057;10.04.2025;SI10058188;800004;SÜD PANEELE KG;6536,31;Werk Musterstadt
DN10060056;10.04.2025;SI10058189;800004;SÜD PANEELE KG;5881,08;Werk Musterstadt
DN10060055;10.04.2025;SI10058190;800004;SÜD PANEELE KG;2961,10;Werk Musterstadt
DN10060054;10.04.2025;SI10058191;800004;SÜD PANEELE KG;4335,41;Werk Musterstadt
DN10060053;10.04.2025;SI10058192;800004;SÜD PANEELE KG;4265,36;Werk Musterstadt
DN10060052;10.04.2025;SI10058193;800004;SÜD PANEELE KG;10487,23;Werk Musterstadt
DN10060051;10.04.2025;SI10058194;800004;SÜD PANEELE KG;4719,25;Werk Musterstadt
DN10060050;10.04.2025;SI10058195;800004;SÜD PANEELE KG;2458,66;Werk Musterstadt
DN10060049;10.04.2025;SI10058196;800004;SÜD PANEELE KG;962,61;Werk Musterstadt
DN10060048;10.04.2025;SI10058197;800004;SÜD PANEELE KG;2765,56;Werk Musterstadt
DN10060047;10.04.2025;SI10058198;800004;SÜD PANEELE KG;1532,34;Werk Musterstadt
DN10060046;10.04.2025;SI10058199;800004;SÜD PANEELE KG;2807,73;Werk Musterstadt
DN10060043;10.04.2025;SI10058200;800004;SÜD PANEELE KG;3455,47;Werk Musterstadt
DN10060042;10.04.2025;SI10058201;800004;SÜD PANEELE KG;822,53;Werk Musterstadt
DN10060041;10.04.2025;SI10058202;800197;BOREALISGERÜSTBAU GMBH;3364,01;Werk Musterstadt
DN10060040;10.04.2025;SI10058203;802416;BOREAS BAUBEDARF GMBH;2631,70;Werk Musterstadt
DN10060039;10.04.2025;SI10058204;802532;WESTWERKZEUGE GMBH & CO. KG;4499,06;Werk Musterstadt
DN0180625;11.04.2025;SI10058205;800291;ALPEN TECHNIK;4926,60;Werk Musterstadt
DN0180622;11.04.2025;SI10058206;800291;ALPEN TECHNIK;12850,81;Werk Musterstadt
DN0180611;11.04.2025;SI10058207;800291;ALPEN TECHNIK;10443,54;Werk Musterstadt
DN0180610;11.04.2025;SI10058208;800291;ALPEN TECHNIK;4066,37;Werk Musterstadt
DN0180576;11.04.2025;SI10058209;800291;ALPEN TECHNIK;6910,52;Werk Musterstadt
DN0180575;11.04.2025;SI10058210;800291;ALPEN TECHNIK;3003,51;Werk Musterstadt
DN0180572;11.04.2025;SI10058211;800002;POLARIS BAUBEDARF KG;7485,00;Werk Musterstadt
DN0180569;11.04.2025;SI10058212;800002;POLARIS BAUBEDARF KG;5170,47;Werk Musterstadt
DN0180517;11.04.2025;SI10058213;800002;POLARIS BAUBEDARF KG;12271,09;Werk Musterstadt
DN0180516;11.04.2025;SI10058214;800002;POLARIS BAUBEDARF KG;5066,26;Werk Musterstadt
DN0180508;11.04.2025;SI10058215;800002;POLARIS BAUBEDARF KG;2945,25;Werk Musterstadt
DN0180504;11.04.2025;SI10058216;800002;POLARIS BAUBEDARF KG;4412,52;Werk Musterstadt
DN0180250;11.04.2025;SI10058217;800002;POLARIS BAUBEDARF KG;13336,47;Werk Musterstadt
DN0180487;11.04.2025;SI10058218;800002;POLARIS BAUBEDARF KG;7227,37;Werk Musterstadt
DN0180486;11.04.2025;SI10058219;800002;POLARIS BAUBEDARF KG;2895,13;Werk Musterstadt
DN0180480;11.04.2025;SI10058220;800002;POLARIS BAUBEDARF KG;15529,39;Werk Musterstadt
DN0180474;11.04.2025;SI10058221;800002;POLARIS BAUBEDARF KG;3440,05;Werk Musterstadt
DN0180473;11.04.2025;SI10058222;800002;POLARIS BAUBEDARF KG;5821,96;Werk Musterstadt
DN0180472;11.04.2025;SI10058223;800002;POLARIS BAUBEDARF KG;3744,22;Werk Musterstadt
DN10060185;11.04.2025;SI10058224;800002;POLARIS BAUBEDARF KG;3315,39;Werk Musterstadt
DN10060184;11.04.2025;SI10058225;800002;POLARIS BAUBEDARF KG;4805,79;Werk Musterstadt
DN10060183;11.04.2025;SI10058226;800002;POLARIS BAUBEDARF KG;7380,05;Werk Musterstadt
DN10060182;11.04.2025;SI10058227;800002;POLARIS BAUBEDARF KG;3271,91;Werk Musterstadt
DN10060181;11.04.2025;SI10058228;800002;POLARIS BAUBEDARF KG;10643,38;Werk Musterstadt
DN10060180;11.04.2025;SI10058229;800002;POLARIS BAUBEDARF KG;6604,21;Werk Musterstadt
DN10060179;11.04.2025;SI10058230;800002;POLARIS BAUBEDARF KG;4138,34;Werk Musterstadt
DN10060178;11.04.2025;SI10058231;800002;POLARIS BAUBEDARF KG;3223,71;Werk Musterstadt
DN10060177;11.04.2025;SI10058232;801900;CERESELEKTRO;3261,20;Werk Musterstadt
DN10060176;11.04.2025;SI10058233;801849;CERESMASCHINEN GMBH;10721,91;Werk Musterstadt
DN10060175;11.04.2025;SI10058234;800170;KOMPAKTPROFILE GMBH & CO. KG;9797,72;Werk Musterstadt
DN10060174;11.04.2025;SI10058235;801071;FORMA PLATTEN GMBH;3829,63;Werk Musterstadt
DN10060173;11.04.2025;SI10058236;800630;FORMA FOLIEN GMBH;8918,17;Werk Musterstadt
DN10060172;11.04.2025;SI10058237;800055;ALLGÄURECYCLING;3236,56;Werk Musterstadt
DN10060171;11.04.2025;SI10058238;800055;ALLGÄURECYCLING;713,71;Werk Musterstadt
DN10060170;11.04.2025;SI10058239;801839;MAIN FOLIEN GMBH;5104,01;Werk Musterstadt
DN10060169;11.04.2025;SI10058240;801435;ALLGÄU INDUSTRIEBEDARF GMBH & CO. KG;11874,56;Werk Musterstadt
DN10060168;11.04.2025;SI10058241;802127;ZENITTIEFBAU GMBH;4138,58;Werk Musterstadt
DN10060167;11.04.2025;SI10058242;800630;FORMA FOLIEN GMBH;9047,81;Werk Musterstadt
DN10060166;11.04.2025;SI10058243;801839;MAIN FOLIEN GMBH;2729,34;Werk Musterstadt
DN10060165;11.04.2025;SI10058244;800181;HANSE GEBÄUDETECHNIK GMBH;9356,26;Werk Musterstadt
DN10060164;11.04.2025;SI10058245;800181;HANSE GEBÄUDETECHNIK GMBH;7700,92;Werk Musterstadt
DN10060163;11.04.2025;SI10058246;800181;HANSE GEBÄUDETECHNIK GMBH;3263,41;Werk Musterstadt
DN10060162;11.04.2025;SI10058247;800181;HANSE GEBÄUDETECHNIK GMBH;2924,47;Werk Musterstadt
DN10060161;11.04.2025;SI10058248;800181;HANSE GEBÄUDETECHNIK GMBH;2878,85;Werk Musterstadt
DN10060160;11.04.2025;SI10058249;800181;HANSE GEBÄUDETECHNIK GMBH;8626,91;Werk Musterstadt
DN10060159;11.04.2025;SI10058250;800004;SÜD PANEELE KG;10590,05;Werk Musterstadt
DN10060158;11.04.2025;SI10058251;800004;SÜD PANEELE KG;9436,58;Werk Musterstadt
DN10060157;11.04.2025;SI10058252;800004;SÜD PANEELE KG;3984,12;Werk Musterstadt
DN10060156;11.04.2025;SI10058253;800004;SÜD PANEELE KG;2707,49;Werk Musterstadt
DN10060155;11.04.2025;SI10058254;800004;SÜD PANEELE KG;6035,87;Werk Musterstadt
DN10060154;11.04.2025;SI10058255;800004;SÜD PANEELE KG;10596,26;Werk Musterstadt
DN10060153;11.04.2025;SI10058256;800004;SÜD PANEELE KG;899,64;Werk Musterstadt
DN10060152;11.04.2025;SI10058257;800004;SÜD PANEELE KG;2838,15;Werk Musterstadt
DN10060151;11.04.2025;SI10058258;800004;SÜD PANEELE KG;1364,88;Werk Musterstadt
DN10060150;11.04.2025;SI10058259;800004;SÜD PANEELE KG;8374,58;Werk Musterstadt
DN10060149;11.04.2025;SI10058260;800004;SÜD PANEELE KG;11228,98;Werk Musterstadt
DN10060148;11.04.2025;SI10058261;800004;SÜD PANEELE KG;1751,89;Werk Musterstadt
DN10060147;11.04.2025;SI10058262;800004;SÜD PANEELE KG;3846,32;Werk Musterstadt
DN10060146;11.04.2025;SI10058263;800004;SÜD PANEELE KG;7428,46;Werk Musterstadt
DN10060145;11.04.2025;SI10058264;800004;SÜD PANEELE KG;5707,31;Werk Musterstadt
DN10060144;11.04.2025;SI10058265;800004;SÜD PANEELE KG;12349,34;Werk Musterstadt
DN10060143;11.04.2025;SI10058266;800004;SÜD PANEELE KG;6924,55;Werk Musterstadt
DN10060142;11.04.2025;SI10058267;800004;SÜD PANEELE KG;5500,66;Werk Musterstadt
DN10060141;11.04.2025;SI10058268;800004;SÜD PANEELE KG;7555,58;Werk Musterstadt
DN10060140;11.04.2025;SI10058269;800004;SÜD PANEELE KG;11479,51;Werk Musterstadt
DN10060139;11.04.2025;SI10058270;800004;SÜD PANEELE KG;314,87;Werk Musterstadt
DN10060138;11.04.2025;SI10058271;800004;SÜD PANEELE KG;248,69;Werk Musterstadt
DN10060137;11.04.2025;SI10058272;800004;SÜD PANEELE KG;3175,73;Werk Musterstadt
DN10060136;11.04.2025;SI10058273;800004;SÜD PANEELE KG;863,94;Werk Musterstadt
DN10060135;11.04.2025;SI10058274;800004;SÜD PANEELE KG;3487,18;Werk Musterstadt
DN10060134;11.04.2025;SI10058275;800004;SÜD PANEELE KG;462,67;Werk Musterstadt
DN10060133;11.04.2025;SI10058276;800004;SÜD PANEELE KG;2818,87;Werk Musterstadt
DN10060132;11.04.2025;SI10058277;800004;SÜD PANEELE KG;3049,78;Werk Musterstadt
DN10060131;11.04.2025;SI10058278;800004;SÜD PANEELE KG;2818,87;Werk Musterstadt
DN10060130;11.04.2025;SI10058279;800004;SÜD PANEELE KG;8802,91;Werk Musterstadt
DN10060129;11.04.2025;SI10058280;800004;SÜD PANEELE KG;3932,71;Werk Musterstadt
DN10060128;11.04.2025;SI10058281;800060;HANSE INDUSTRIEBEDARF;3447,87;Werk Musterstadt
DN10060127;11.04.2025;SI10058282;802727;WESERTIEFBAU GMBH & CO. KG;2544,70;Werk Musterstadt
DN10060126;11.04.2025;SI10058283;802047;POLARISBETON GMBH;3507,31;Werk Musterstadt
DN10060125;11.04.2025;SI10058284;800002;POLARIS BAUBEDARF KG;10795,68;Werk Musterstadt
DN0180852;14.04.2025;SI10058285;800004;SÜD PANEELE KG;7839,72;Werk Musterstadt
DN0180851;14.04.2025;SI10058286;801206;ELBTAL TROCKENBAU GMBH;4624,51;Werk Musterstadt
DN0180841;14.04.2025;SI10058287;801071;FORMA PLATTEN GMBH;8308,25;Werk Musterstadt
DN0180840;14.04.2025;SI10058288;801435;ALLGÄU INDUSTRIEBEDARF GMBH & CO. KG;11707,32;Werk Musterstadt
DN0180827;14.04.2025;SI10058289;800630;FORMA FOLIEN GMBH;9121,36;Werk Musterstadt
DN0180826;14.04.2025;SI10058290;800040;SOLIDHOCHBAU GMBH;4260,44;Werk Musterstadt
DN0180786;14.04.2025;SI10058291;800040;SOLIDHOCHBAU GMBH;1456,56;Werk Musterstadt
DN0180782;14.04.2025;SI10058292;800181;HANSE GEBÄUDETECHNIK GMBH;1247,50;Werk Musterstadt
DN0180768;14.04.2025;SI10058293;800181;HANSE GEBÄUDETECHNIK GMBH;7174,84;Werk Musterstadt
DN0180764;14.04.2025;SI10058294;800181;HANSE GEBÄUDETECHNIK GMBH;3468,11;Werk Musterstadt
DN0180763;14.04.2025;SI10058295;800181;HANSE GEBÄUDETECHNIK GMBH;9162,14;Werk Musterstadt
DN0180762;14.04.2025;SI10058296;800181;HANSE GEBÄUDETECHNIK GMBH;3464,04;Werk Musterstadt
DN0180759;14.04.2025;SI10058297;800002;POLARIS BAUBEDARF KG;9356,26;Werk Musterstadt
DN0180752;14.04.2025;SI10058298;800002;POLARIS BAUBEDARF KG;1871,25;Werk Musterstadt
DN0180751;14.04.2025;SI10058299;800002;POLARIS BAUBEDARF KG;8817,90;Werk Musterstadt
DN0180746;14.04.2025;SI10058300;800002;POLARIS BAUBEDARF KG;566,20;Werk Musterstadt
DN0180745;14.04.2025;SI10058301;800002;POLARIS BAUBEDARF KG;2184,84;Werk Musterstadt
DN0180744;14.04.2025;SI10058302;800002;POLARIS BAUBEDARF KG;3750,27;Werk Musterstadt
DN0180740;14.04.2025;SI10058303;800002;POLARIS BAUBEDARF KG;8502,24;Werk Musterstadt
DN0180739;14.04.2025;SI10058304;800002;POLARIS BAUBEDARF KG;2684,64;Werk Musterstadt
DN0180738;14.04.2025;SI10058305;800002;POLARIS BAUBEDARF KG;11733,34;Werk Musterstadt
DN0180728;14.04.2025;SI10058306;800002;POLARIS BAUBEDARF KG;10789,68;Werk Musterstadt
DN0180727;14.04.2025;SI10058307;800002;POLARIS BAUBEDARF KG;11140,40;Werk Musterstadt
DN0180726;14.04.2025;SI10058308;800002;POLARIS BAUBEDARF KG;10898,50;Werk Musterstadt
DN0180699;14.04.2025;SI10058309;800002;POLARIS BAUBEDARF KG;3825,18;Werk Musterstadt
DN0180698;14.04.2025;SI10058310;800002;POLARIS BAUBEDARF KG;10275,89;Werk Musterstadt
DN0180697;14.04.2025;SI10058311;800002;POLARIS BAUBEDARF KG;5447,82;Werk Musterstadt
DN0180680;14.04.2025;SI10058312;800002;POLARIS BAUBEDARF KG;11022,73;Werk Musterstadt
DN0180679;14.04.2025;SI10058313;800291;ALPEN TECHNIK;10745,08;Werk Musterstadt
DN0180678;14.04.2025;SI10058314;800291;ALPEN TECHNIK;10624,32;Werk Musterstadt
DN0180676;14.04.2025;SI10058315;800291;ALPEN TECHNIK;8538,01;Werk Musterstadt
DN0180669;14.04.2025;SI10058316;800291;ALPEN TECHNIK;5217,91;Werk Musterstadt
DN10060272;14.04.2025;SI10058317;800291;ALPEN TECHNIK;5053,16;Werk Musterstadt
DN10060271;14.04.2025;SI10058318;800291;ALPEN TECHNIK;9144,84;Werk Musterstadt
DN10060270;14.04.2025;SI10058319;800291;ALPEN TECHNIK;5864,80;Werk Musterstadt
DN10060269;14.04.2025;SI10058320;800291;ALPEN TECHNIK;7539,84;Werk Musterstadt
DN10060268;14.04.2025;SI10058321;800291;ALPEN TECHNIK;12391,90;Werk Musterstadt
DN10060267;14.04.2025;SI10058322;800291;ALPEN TECHNIK;5396,55;Werk Musterstadt
DN10060266;14.04.2025;SI10058323;800291;ALPEN TECHNIK;7045,04;Werk Musterstadt
DN10060265;14.04.2025;SI10058324;800291;ALPEN TECHNIK;5143,37;Werk Musterstadt
DN10060264;14.04.2025;SI10058325;800291;ALPEN TECHNIK;4978,33;Werk Musterstadt
DN10060263;14.04.2025;SI10058326;800002;POLARIS BAUBEDARF KG;11595,51;Werk Musterstadt
DN10060262;14.04.2025;SI10058327;800004;SÜD PANEELE KG;8789,05;Werk Musterstadt
DN10060261;14.04.2025;SI10058328;800004;SÜD PANEELE KG;3276,64;Werk Musterstadt
DN10060260;14.04.2025;SI10058329;800004;SÜD PANEELE KG;10330,22;Werk Musterstadt
DN10060259;14.04.2025;SI10058330;800004;SÜD PANEELE KG;10384,42;Werk Musterstadt
DN10060258;14.04.2025;SI10058331;800004;SÜD PANEELE KG;3596,42;Werk Musterstadt
DN10060257;14.04.2025;SI10058332;800004;SÜD PANEELE KG;10476,26;Werk Musterstadt
DN10060256;14.04.2025;SI10058333;800004;SÜD PANEELE KG;5330,15;Werk Musterstadt
DN10060255;14.04.2025;SI10058334;800004;SÜD PANEELE KG;8911,58;Werk Musterstadt
DN10060254;14.04.2025;SI10058335;800004;SÜD PANEELE KG;6329,43;Werk Musterstadt
DN10060253;14.04.2025;SI10058336;800004;SÜD PANEELE KG;2449,02;Werk Musterstadt
DN10060252;14.04.2025;SI10058337;800004;SÜD PANEELE KG;8182,23;Werk Musterstadt
DN10060251;14.04.2025;SI10058338;800004;SÜD PANEELE KG;3667,10;Werk Musterstadt
DN10060250;14.04.2025;SI10058339;800004;SÜD PANEELE KG;2878,85;Werk Musterstadt
DN10060249;14.04.2025;SI10058340;800004;SÜD PANEELE KG;3408,35;Werk Musterstadt
DN10060248;14.04.2025;SI10058341;800004;SÜD PANEELE KG;9467,64;Werk Musterstadt
DN10060247;14.04.2025;SI10058342;800004;SÜD PANEELE KG;3506,45;Werk Musterstadt
DN10060246;14.04.2025;SI10058343;800004;SÜD PANEELE KG;2608,31;Werk Musterstadt
DN10060245;14.04.2025;SI10058344;800004;SÜD PANEELE KG;6406,82;Werk Musterstadt
DN10060244;14.04.2025;SI10058345;800004;SÜD PANEELE KG;896,64;Werk Musterstadt
DN10060243;14.04.2025;SI10058346;800004;SÜD PANEELE KG;2591,82;Werk Musterstadt
DN10060242;14.04.2025;SI10058347;800004;SÜD PANEELE KG;3415,63;Werk Musterstadt
DN10060241;14.04.2025;SI10058348;800004;SÜD PANEELE KG;3017,54;Werk Musterstadt
DN10060240;14.04.2025;SI10058349;800004;SÜD PANEELE KG;4397,88;Werk Musterstadt
DN10060239;14.04.2025;SI10058350;800004;SÜD PANEELE KG;8532,66;Werk Musterstadt
DN10060238;14.04.2025;SI10058351;800313;ROBURRECYCLING GMBH;9808,22;Werk Musterstadt
DN10060237;14.04.2025;SI10058352;801465;KOMPAKT PLATTEN GMBH;2542,98;Werk Musterstadt
DN10060236;14.04.2025;SI10058353;800210;BASALTTIEFBAU GMBH & CO. KG;10983,32;Werk Musterstadt
DN10060235;14.04.2025;SI10058354;802839;QUARZDÄMMTECHNIK AG;2559,33;Werk Musterstadt
DN10060234;14.04.2025;SI10058355;802532;WESTWERKZEUGE GMBH & CO. KG;7788,31;Werk Musterstadt
DN10060233;14.04.2025;SI10058356;802532;WESTWERKZEUGE GMBH & CO. KG;10204,85;Werk Musterstadt
DN10060232;14.04.2025;SI10058357;801948;MAIN TECHNIK;2510,00;Werk Musterstadt
DN10060231;14.04.2025;SI10058358;800212;ZENIT HANDEL GMBH;4009,82;Werk Musterstadt
DN10060230;14.04.2025;SI10058359;801314;KOMPAKT LOGISTIK GMBH;6201,23;Werk Musterstadt
DN0181050;15.04.2025;SI10058360;800181;HANSE GEBÄUDETECHNIK GMBH;3992,62;Werk Musterstadt
DN0181005;15.04.2025;SI10058361;800181;HANSE GEBÄUDETECHNIK GMBH;2853,39;Werk Musterstadt
DN0181004;15.04.2025;SI10058362;800181;HANSE GEBÄUDETECHNIK GMBH;2966,03;Werk Musterstadt
DN0181003;15.04.2025;SI10058363;800181;HANSE GEBÄUDETECHNIK GMBH;1426,57;Werk Musterstadt
DN0180964;15.04.2025;SI10058364;802497;GRANITESTRICH GMBH & CO. KG;8657,25;Werk Musterstadt
DN0180954;15.04.2025;SI10058365;800630;FORMA FOLIEN GMBH;8763,71;Werk Musterstadt
DN0180953;15.04.2025;SI10058366;802380;SOLIDGEBÄUDETECHNIK B.V.;8146,98;Werk Musterstadt
DN0180952;15.04.2025;SI10058367;801839;MAIN FOLIEN GMBH;3231,85;Werk Musterstadt
DN0180951;15.04.2025;SI10058368;800050;KORUND LOGISTIK;4436,12;Werk Musterstadt
DN0180950;15.04.2025;SI10058369;801839;MAIN FOLIEN GMBH;3357,59;Werk Musterstadt
DN0180943;15.04.2025;SI10058370;800062;HARZ ANLAGENBAU GMBH;7736,90;Werk Musterstadt
DN0180942;15.04.2025;SI10058371;800630;FORMA FOLIEN GMBH;3410,21;Werk Musterstadt
DN0180941;15.04.2025;SI10058372;801071;FORMA PLATTEN GMBH;8944,99;Werk Musterstadt
DN0180923;15.04.2025;SI10058373;801071;FORMA PLATTEN GMBH;4110,50;Werk Musterstadt
DN0180922;15.04.2025;SI10058374;801435;ALLGÄU INDUSTRIEBEDARF GMBH & CO. KG;11862,91;Werk Musterstadt
DN0180921;15.04.2025;SI10058375;800002;POLARIS BAUBEDARF KG;7817,16;Werk Musterstadt
DN0180915;15.04.2025;SI10058376;800002;POLARIS BAUBEDARF KG;5034,51;Werk Musterstadt
DN0180914;15.04.2025;SI10058377;800002;POLARIS BAUBEDARF KG;3527,87;Werk Musterstadt
DN0180876;15.04.2025;SI10058378;800002;POLARIS BAUBEDARF KG;4498,20;Werk Musterstadt
DN0180875;15.04.2025;SI10058379;800002;POLARIS BAUBEDARF KG;11024,23;Werk Musterstadt
DN0180874;15.04.2025;SI10058380;800002;POLARIS BAUBEDARF KG;4545,32;Werk Musterstadt
DNP024303;15.04.2025;SI10058381;800002;POLARIS BAUBEDARF KG;221,70;Werk Musterstadt
DN10060364;15.04.2025;SI10058382;800002;POLARIS BAUBEDARF KG;9514,55;Werk Musterstadt
DN10060363;15.04.2025;SI10058383;800002;POLARIS BAUBEDARF KG;3701,38;Werk Musterstadt
DN10060362;15.04.2025;SI10058384;800002;POLARIS BAUBEDARF KG;1398,30;Werk Musterstadt
DN10060361;15.04.2025;SI10058385;800002;POLARIS BAUBEDARF KG;3006,30;Werk Musterstadt
DN10060360;15.04.2025;SI10058386;800002;POLARIS BAUBEDARF KG;6059,29;Werk Musterstadt
DN10060359;15.04.2025;SI10058387;800291;ALPEN TECHNIK;4883,76;Werk Musterstadt
DN10060358;15.04.2025;SI10058388;800291;ALPEN TECHNIK;6480,41;Werk Musterstadt
DN10060357;15.04.2025;SI10058389;800291;ALPEN TECHNIK;6880,10;Werk Musterstadt
DN10060356;15.04.2025;SI10058390;800291;ALPEN TECHNIK;5175,07;Werk Musterstadt
DN10060355;15.04.2025;SI10058391;800004;SÜD PANEELE KG;16553,38;Werk Musterstadt
DN10060354;15.04.2025;SI10058392;800004;SÜD PANEELE KG;10692,86;Werk Musterstadt
DN10060353;15.04.2025;SI10058393;800004;SÜD PANEELE KG;6306,05;Werk Musterstadt
DN10060352;15.04.2025;SI10058394;800004;SÜD PANEELE KG;3792,30;Werk Musterstadt
DN10060351;15.04.2025;SI10058395;800004;SÜD PANEELE KG;6150,11;Werk Musterstadt
DN10060350;15.04.2025;SI10058396;800004;SÜD PANEELE KG;2759,61;Werk Musterstadt
DN10060349;15.04.2025;SI10058397;800004;SÜD PANEELE KG;2793,17;Werk Musterstadt
DN10060348;15.04.2025;SI10058398;800004;SÜD PANEELE KG;9767,52;Werk Musterstadt
DN10060346;15.04.2025;SI10058399;800004;SÜD PANEELE KG;6989,77;Werk Musterstadt
DN10060345;15.04.2025;SI10058400;800004;SÜD PANEELE KG;3526,87;Werk Musterstadt
DN10060342;15.04.2025;SI10058401;800004;SÜD PANEELE KG;3161,24;Werk Musterstadt
DN10060341;15.04.2025;SI10058402;800004;SÜD PANEELE KG;3039,50;Werk Musterstadt
DN10060340;15.04.2025;SI10058403;800004;SÜD PANEELE KG;3268,69;Werk Musterstadt
DN10060339;15.04.2025;SI10058404;800004;SÜD PANEELE KG;5102,96;Werk Musterstadt
DN10060338;15.04.2025;SI10058405;800004;SÜD PANEELE KG;5577,77;Werk Musterstadt
DN10060337;15.04.2025;SI10058406;800004;SÜD PANEELE KG;5281,53;Werk Musterstadt
DN10060336;15.04.2025;SI10058407;800004;SÜD PANEELE KG;1145,97;Werk Musterstadt
DN10060335;15.04.2025;SI10058408;800004;SÜD PANEELE KG;4352,54;Werk Musterstadt
DN10060334;15.04.2025;SI10058409;800004;SÜD PANEELE KG;4440,10;Werk Musterstadt
DN10060333;15.04.2025;SI10058410;800004;SÜD PANEELE KG;2587,11;Werk Musterstadt
DN10060332;15.04.2025;SI10058411;800004;SÜD PANEELE KG;3390,93;Werk Musterstadt
DN10060331;15.04.2025;SI10058412;800004;SÜD PANEELE KG;2447,02;Werk Musterstadt
DN10060330;15.04.2025;SI10058413;800004;SÜD PANEELE KG;2781,82;Werk Musterstadt
DN10060329;15.04.2025;SI10058414;800004;SÜD PANEELE KG;10791,40;Werk Musterstadt
DN10060328;15.04.2025;SI10058415;800004;SÜD PANEELE KG;7970,60;Werk Musterstadt
DN10060327;15.04.2025;SI10058416;800004;SÜD PANEELE KG;3367,76;Werk Musterstadt
DN10060326;15.04.2025;SI10058417;800004;SÜD PANEELE KG;8482,32;Werk Musterstadt
